worker_id,completed,approved,rejected,blocked,avghittime,relevance_stdev,sentiment_stdev,position_stdev
513,5,5,0,0,-9,0.90967027,0.476969601,0.874381459
124,6,6,0,0,-9,1.306367951,0.9,0.793968191
565,15,15,0,0,52.86666667,0.838484082,1.211923933,1.382161562
21,490,490,0,0,655.8816327,1.04289708,0.887256991,0.944782632
766,2,2,0,0,-9,-9,-9,-9
718,3,3,0,0,-9,1.105541597,-9,1.2
773,5,5,0,0,-9,0.963068014,0.836660027,0.908561921
228,14,14,0,0,278.3571429,0.731053196,0.832801701,0.976117883
748,9,9,0,0,-9,1.139566194,1.00277393,1.249970273
768,5,5,0,0,-9,1.024695077,1.297771369,1.29349534
581,2,2,0,0,-9,-9,-9,-9
582,4,4,0,0,-9,0.966226552,1.108869621,0.914732034
346,13,13,0,0,182.7692308,1.392472366,1.32354452,1.407475354
1145,1,1,0,0,-9,-9,-9,-9
193,13,13,0,0,85.30769231,1.133637127,0.818377912,0.795235814
359,2,2,0,0,-9,-9,-9,-9
1140,1,1,0,0,-9,-9,-9,-9
406,4,4,0,0,-9,0.330718914,0.726184377,0.899218411
674,3,3,0,0,-9,0,1.118033989,1
334,6,6,0,0,-9,1.165922382,1.116915395,1.252661566
53,72,72,0,0,86.86111111,0.809824655,1.10090831,1.090071694
484,21,21,0,0,91.95238095,0.913103775,0.747118066,0.884243697
798,9,9,0,0,-9,0.942809042,0.968749537,1.053910169
1113,1,1,0,0,-9,-9,-9,-9
1105,2,2,0,0,-9,-9,-9,-9
257,6,6,0,0,-9,0.897527468,1.017799992,1.063219066
492,3,3,0,0,-9,0.595119036,0.721687836,0.745355993
986,1,1,0,0,-9,-9,-9,-9
632,8,8,0,0,-9,1.322875656,1.089724736,1.067543178
615,7,7,0,0,-9,0.646813224,1.083267921,1.32239347
1166,1,1,0,0,-9,-9,-9,-9
984,1,1,0,0,-9,-9,-9,-9
851,1,1,0,0,-9,-9,-9,-9
451,13,13,0,0,104.5384615,1.280255152,1.572221132,1.593715958
945,2,2,0,0,-9,-9,-9,-9
141,50,50,0,0,4812.84,0.792448737,0.697306663,0.744430555
828,1,1,0,0,-9,-9,-9,-9
958,1,1,0,0,-9,-9,-9,-9
59,863,863,0,0,30.79374276,0.627495976,1.038430491,1.073751429
531,10,10,0,0,519.4,0.879985795,0.640312424,0.661437828
145,10,10,0,0,101,0.948683298,1.18393809,1.073253822
972,1,1,0,0,-9,-9,-9,-9
300,45,45,0,0,59.04444444,0.86037603,0.890467349,0.933779655
563,11,11,0,0,128.0909091,1.193993231,1.565573079,1.539277428
332,8,8,0,0,-9,0.75,0.609174647,0.612372436
667,6,6,0,0,-9,1.312334646,1.4731369,1.132893072
317,3,3,0,0,-9,0.645497224,0.640095479,0.623609564
933,1,1,0,0,-9,-9,-9,-9
539,3,3,0,0,-9,0.745355993,1.178511302,1.258305739
315,2,2,0,0,-9,-9,-9,-9
270,16,16,0,0,81.5625,0.851813323,1.146838192,1.174260997
988,4,4,0,0,-9,0.788095013,0.869226987,0.748331477
143,297,297,0,0,135.8552189,0.668803754,1.080421226,1.077999579
198,1,1,0,0,-9,-9,-9,-9
549,3,3,0,0,-9,0.687184271,0.849836586,1.187317237
626,12,12,0,0,2150.75,0.998044964,1.047320824,1.154632324
472,12,12,0,0,195.0833333,0.759202798,0.772886471,0.977052394
703,2,2,0,0,-9,-9,-9,-9
519,4,4,0,0,-9,0.916429894,0.699854212,0.820651807
835,2,2,0,0,-9,-9,-9,-9
49,190,190,0,0,39.04736842,0.980416802,0.543960384,0.543521605
343,10,10,0,0,109,0.384057287,0.866025404,0.842244026
1124,2,2,0,0,-9,-9,-9,-9
9001,17,0,17,0,156.8823529,0,0,0
1081,1,1,0,0,-9,-9,-9,-9
1164,1,1,0,0,-9,-9,-9,-9
460,1,1,0,0,-9,-9,-9,-9
64,194,194,0,0,351.4020619,1.118022106,0.955819276,1.103103394
809,2,2,0,0,-9,-9,-9,-9
191,27,27,0,0,90.07407407,1.020830709,0.988129546,0.968710483
30,219,219,0,0,87.42465753,0.822041467,0.753111777,1.111112498
263,26,26,0,0,365.6153846,0.586380811,0.635197868,0.649234301
900,4,4,0,0,-9,0.982264603,0.901387819,0.956846673
797,2,2,0,0,-9,-9,-9,-9
1109,1,1,0,0,-9,-9,-9,-9
737,5,5,0,0,-9,0.640312424,1.499506822,1.349994521
664,8,8,0,0,-9,0.987717539,0.8326664,0.683130051
1099,1,1,0,0,-9,-9,-9,-9
872,7,7,0,0,-9,1.017073633,0.914732034,0.742307489
275,1,1,0,0,-9,-9,-9,-9
645,1,1,0,0,-9,-9,-9,-9
318,12,12,0,0,71.41666667,0.762625217,0.865774781,0.986013297
455,11,11,0,0,61.81818182,0.865727134,1.024840211,0.878195702
886,3,3,0,0,-9,1.518405597,1.113552873,-9
890,3,3,0,0,-9,0.595119036,1.114924013,1.5
974,2,2,0,0,-9,-9,-9,-9
697,1,1,0,0,-9,-9,-9,-9
278,3,3,0,0,-9,1.299038106,1.157083824,1.298441532
424,17,17,0,0,178.0588235,0.802650238,0.84794355,1.021463866
1021,1,1,0,0,-9,-9,-9,-9
754,3,3,0,0,-9,0.799305254,0.471404521,0.816496581
578,25,25,0,0,60.68,0.739932429,0.686636891,0.880157496
1090,2,2,0,0,-9,-9,-9,-9
749,5,5,0,0,-9,1.161895004,0.881917104,1.013793755
844,1,1,0,0,-9,-9,-9,-9
610,8,8,0,0,-9,0.94991776,1.112786343,1.131334059
1185,1,1,0,0,-9,-9,-9,-9
678,2,2,0,0,-9,-9,-9,-9
1034,1,1,0,0,-9,-9,-9,-9
926,2,2,0,0,-9,-9,-9,-9
1095,2,2,0,0,-9,-9,-9,-9
948,1,1,0,0,-9,-9,-9,-9
906,1,1,0,0,-9,-9,-9,-9
181,1,1,0,0,-9,-9,-9,-9
183,45,45,0,0,157.3555556,0.897372708,1.155112524,1.233533517
184,2,2,0,0,-9,-9,-9,-9
350,2,2,0,0,-9,-9,-9,-9
567,9,9,0,0,-9,1.542354701,1.14140684,1.135923668
1056,1,1,0,0,-9,-9,-9,-9
437,6,6,0,0,-9,1.16368667,0.715818898,0.767361046
1121,1,1,0,0,-9,-9,-9,-9
706,1,1,0,0,-9,-9,-9,-9
464,3,3,0,0,-9,0.276385399,0.816496581,0.953793595
680,1,1,0,0,-9,-9,-9,-9
593,2,2,0,0,-9,-9,-9,-9
247,21,21,0,0,68.52380952,0.467024887,1.084575426,1.106310491
1156,1,1,0,0,-9,-9,-9,-9
825,1,1,0,0,-9,-9,-9,-9
604,4,4,0,0,-9,0.559016994,0.829156198,1.053268722
938,1,1,0,0,-9,-9,-9,-9
175,27,27,0,0,184.5925926,1.056489191,1.037700133,1.072891296
444,1,1,0,0,-9,-9,-9,-9
445,2,2,0,0,-9,-9,-9,-9
232,158,158,0,0,941.0949367,0.80867744,0.845603737,0.894508711
466,6,6,0,0,-9,1.117257306,0.81438513,0.868407872
447,10,10,0,0,70.8,1.3854151,0.685679303,0.852802865
1170,1,1,0,0,-9,-9,-9,-9
1115,1,1,0,0,-9,-9,-9,-9
935,2,2,0,0,-9,-9,-9,-9
956,1,1,0,0,-9,-9,-9,-9
1060,1,1,0,0,-9,-9,-9,-9
244,12,12,0,0,477.1666667,0.763478425,0.742730978,0.747391296
732,1,1,0,0,-9,-9,-9,-9
434,14,14,0,0,168.4285714,1.063662329,1.262071885,1.201576873
342,21,21,0,0,116.2380952,0.937003837,0.982899594,1.032848357
953,3,3,0,0,-9,0.577350269,0.623609564,1.010362971
276,47,47,0,0,435.9361702,1.016096682,1.195924877,1.21903803
1010,3,3,0,0,-9,0.623609564,0.759202798,1.187317237
901,2,2,0,0,-9,-9,-9,-9
687,7,7,0,0,-9,1.113461233,0.934049774,1.046739349
867,1,1,0,0,-9,-9,-9,-9
1168,1,1,0,0,-9,-9,-9,-9
392,40,40,0,0,70.275,1.273758587,0.522875164,0.54256336
375,1,1,0,0,-9,-9,-9,-9
215,56,56,0,0,30.10714286,0.638111826,0.54332393,0.377964473
954,1,1,0,0,-9,-9,-9,-9
251,10,10,0,0,68.9,1.161626016,1.153363305,1.290994449
869,1,1,0,0,-9,-9,-9,-9
848,7,7,0,0,-9,1.103681224,0.60080728,0.556730617
857,5,5,0,0,-9,0,1.351850583,1.417744688
1017,4,4,0,0,-9,1.363589014,0.806225775,-9
150,27,27,0,0,242.7777778,0.688430752,0.80315735,0.794571776
1080,1,1,0,0,-9,-9,-9,-9
314,20,20,0,0,167,1.004676565,1.079848338,1.023279419
237,37,37,0,0,1278.864865,0.87796248,0.944449962,1.117257306
1175,1,1,0,0,-9,-9,-9,-9
561,9,9,0,0,-9,0.862006703,1.091493484,1.179095543
1004,2,2,0,0,-9,-9,-9,-9
507,2,2,0,0,-9,-9,-9,-9
523,12,12,0,0,189.9166667,0.692218655,1.117839869,1.263812574
884,5,5,0,0,-9,0.668954408,0.973396117,0.994987437
717,1,1,0,0,-9,-9,-9,-9
259,101,101,0,0,164.7425743,0.820737735,0.986398383,0.99443711
462,6,6,0,0,-9,0.623609564,0.812232862,1.098452194
146,131,131,0,0,81.92366412,1.07932797,0.769226145,0.764963583
62,116,116,0,0,74.80172414,0.852138384,0.822182149,0.811172838
810,1,1,0,0,-9,-9,-9,-9
177,121,121,0,0,58.42975207,0.526381245,1.323807151,1.236178545
879,6,6,0,0,-9,1.059841445,0.73479967,0.789470638
858,3,3,0,0,-9,0.623609564,0.721687836,0.721687836
356,1,1,0,0,-9,-9,-9,-9
859,2,2,0,0,-9,-9,-9,-9
43,2543,352,2191,1,9.918993315,0.326025339,0.21373859,0.210717339
570,9,9,0,0,-9,1.27747581,1.148320929,1.086692186
217,143,143,0,0,251.7692308,0.999914418,0.63651731,0.631106774
176,198,198,0,0,103.489899,0.833822935,0.591557847,0.562451643
495,4,4,0,0,-9,0.768012858,1.184205958,1.102199506
69,73,73,0,0,215.2054795,0.534455088,0.823019215,0.640312047
1074,2,2,0,0,-9,-9,-9,-9
1098,2,2,0,0,-9,-9,-9,-9
693,2,2,0,0,-9,-9,-9,-9
821,2,2,0,0,-9,-9,-9,-9
714,3,3,0,0,-9,0.640095479,1.067187373,1.037491633
139,20,20,0,0,106.9,1.182951816,1.12827797,1.254904907
39,89,89,0,0,160.4157303,0.859399083,0.87936592,0.999442574
880,3,3,0,0,-9,0.763762616,1.114924013,0.935966376
248,28,28,0,0,5151.321429,0.77261813,1.160576915,1.056442818
100,23,23,0,0,97.08695652,0.825729328,0.890313367,1.021682576
996,1,1,0,0,-9,-9,-9,-9
377,1,1,0,0,-9,-9,-9,-9
735,2,2,0,0,-9,-9,-9,-9
559,1,1,0,0,-9,-9,-9,-9
461,1,1,0,0,-9,-9,-9,-9
679,1,1,0,0,-9,-9,-9,-9
167,8,8,0,0,-9,0.789951541,1.013950558,0.983738754
668,3,3,0,0,-9,1.1426091,1.114924013,0.655554777
713,1,1,0,0,-9,-9,-9,-9
2,189,189,0,0,91.55026455,0.744965043,0.563982059,0.574848256
255,128,128,0,0,48.5703125,0.850914945,1.470391033,1.589039729
677,1,1,0,0,-9,-9,-9,-9
980,2,2,0,0,-9,-9,-9,-9
213,26,26,0,0,84.03846154,0.595533176,1.053138168,1.002546757
126,1,1,0,0,-9,-9,-9,-9
1008,3,3,0,0,-9,0.595119036,0.986013297,0.986013297
72,11,11,0,0,71.45454545,0.503602723,1.103151009,1.078288742
774,9,9,0,0,-9,1.063928778,0.756969454,0.779677596
36,515,515,0,0,89.78446602,0.792611721,0.436870656,0.436935913
808,3,3,0,0,-9,0.623609564,1.247219129,1.067187373
1022,1,1,0,0,-9,-9,-9,-9
630,7,7,0,0,-9,1.049781318,0.966643678,1.05375519
992,1,1,0,0,-9,-9,-9,-9
309,17,17,0,0,87.64705882,0.639494556,0.911646102,0.78301056
1011,1,1,0,0,-9,-9,-9,-9
439,4,4,0,0,-9,0.982264603,1.319013237,1.358732441
569,1,1,0,0,-9,-9,-9,-9
965,3,3,0,0,-9,0.493006649,1.114924013,1.247219129
289,130,130,0,0,82.9,0.920702073,1.175032711,1.286793559
793,2,2,0,0,-9,-9,-9,-9
168,151,151,0,0,55.41721854,0.834625951,1.133643415,1.14578728
1179,1,1,0,0,-9,-9,-9,-9
636,12,12,0,0,68.75,1.190055729,1.042628454,1.137397141
179,50,50,0,0,79.12,0.964365076,0.730584443,0.973813451
555,14,14,0,0,97.92857143,0.654410079,1.169304378,1.215057051
892,2,2,0,0,-9,-9,-9,-9
385,2,2,0,0,-9,-9,-9,-9
110,134,134,0,0,2541.059701,0.825588687,1.081033968,1.078383187
762,4,4,0,0,-9,0.390312375,1.235857496,1.285435238
115,222,222,0,0,106.8648649,1.055071408,1.042743007,0.973135185
788,8,8,0,0,-9,0.992156742,1.318246241,1.318246241
1142,1,1,0,0,-9,-9,-9,-9
48,131,131,0,0,50.53435115,0.664418202,0.917072393,1.051844338
613,3,3,0,0,-9,0.276385399,1.040833,1.114924013
975,1,1,0,0,-9,-9,-9,-9
741,1,1,0,0,-9,-9,-9,-9
528,2,2,0,0,-9,-9,-9,-9
1053,1,1,0,0,-9,-9,-9,-9
1149,1,1,0,0,-9,-9,-9,-9
258,7,7,0,0,-9,0.871165066,1.49957477,1.463850109
887,1,1,0,0,-9,-9,-9,-9
989,1,1,0,0,-9,-9,-9,-9
405,25,25,0,0,162.52,1.461882348,1.229689479,1.179872351
985,2,2,0,0,-9,-9,-9,-9
113,13,13,0,0,111.9230769,0.792904928,1.237004729,1.181270209
73,497,497,0,0,85.90342052,0.654945804,0.251736316,0.237664492
149,60,60,0,0,44.76666667,0.37043518,1.13328119,1.142113804
840,6,6,0,0,-9,0.753464222,1.067187373,1.012937148
427,5,5,0,0,-9,1.090871211,1.374368542,1.374368542
338,38,38,0,0,122.9473684,0.881063282,1.261495049,1.10971891
917,1,1,0,0,-9,-9,-9,-9
83,330,330,0,0,85.02121212,1.047046438,1.219496856,1.27162762
205,7,7,0,0,-9,1.600382607,1.249793371,1.223901093
962,1,1,0,0,-9,-9,-9,-9
589,5,5,0,0,-9,0.556776436,1.118033989,1.067707825
794,1,1,0,0,-9,-9,-9,-9
51,142,142,0,0,83.3943662,0.530873358,0.951042199,0.943729073
9002,6,6,0,0,-9,0.745355993,1.279472954,1.313014684
580,5,5,0,0,-9,1.240967365,1.268079135,1.095726829
669,7,7,0,0,-9,0.778374811,0.749942842,0.696568088
403,3,3,0,0,-9,1.343709625,1.028518954,1.028518954
482,11,11,0,0,80.72727273,1.319748286,0.816496581,0.822439138
1086,1,1,0,0,-9,-9,-9,-9
736,1,1,0,0,-9,-9,-9,-9
966,1,1,0,0,-9,-9,-9,-9
607,4,4,0,0,-9,0.966226552,0.768012858,0.927024811
40,44,44,0,0,51.95454545,0.674367434,1.164591629,1.120570723
999,1,1,0,0,-9,-9,-9,-9
266,133,133,0,0,135.6015038,1.042192802,0.817697925,0.84103853
676,3,3,0,0,-9,0.623609564,1.027402334,0.862006703
852,3,3,0,0,-9,0.942809042,1.07565087,1.135454182
689,20,20,0,0,94.9,0.844097151,0.978561752,1.020121397
535,18,18,0,0,122.7777778,1.509230856,1.167047327,1.22808661
1104,1,1,0,0,-9,-9,-9,-9
390,6,6,0,0,-9,0.5204165,1.105541597,1.378782676
587,2,2,0,0,-9,-9,-9,-9
357,1,1,0,0,-9,-9,-9,-9
160,1,1,0,0,-9,-9,-9,-9
631,6,6,0,0,-9,1.114924013,0.916429894,0.984305914
401,5,5,0,0,-9,0.734846923,0.864580823,0.87120765
166,36,36,0,0,76.02777778,0.832609639,1.124421537,0.991033101
776,4,4,0,0,-9,0.768012858,0.901387819,1.184205958
785,1,1,0,0,-9,-9,-9,-9
960,4,4,0,0,-9,0.559016994,1.143095213,1.030157507
627,2,2,0,0,-9,-9,-9,-9
1037,1,1,0,0,-9,-9,-9,-9
151,108,108,0,0,115.1111111,0.897909476,0.950951821,1.146360309
805,1,1,0,0,-9,-9,-9,-9
929,3,3,0,0,-9,1.320248293,1.322875656,1.187317237
325,31,31,0,0,185.2580645,0.676025832,0.857472337,1.003906475
981,1,1,0,0,-9,-9,-9,-9
99,235,235,0,0,72.62978723,0.994513582,0.973542002,1.259503956
944,4,4,0,0,-9,1.390537216,1.26370043,1.220571964
546,2,2,0,0,-9,-9,-9,-9
380,1,1,0,0,-9,-9,-9,-9
411,11,11,0,0,53.81818182,0.913625056,0.775063314,0.879049073
822,1,1,0,0,-9,-9,-9,-9
800,2,2,0,0,-9,-9,-9,-9
11,168,168,0,0,426.0178571,0.994750206,1.38565544,1.470600917
261,41,41,0,0,113.5609756,0.894389778,1.01611095,1.07065322
591,1,1,0,0,-9,-9,-9,-9
936,1,1,0,0,-9,-9,-9,-9
937,1,1,0,0,-9,-9,-9,-9
1042,1,1,0,0,-9,-9,-9,-9
388,52,52,0,0,52.44230769,0.791723436,1.31048228,1.354780054
1118,1,1,0,0,-9,-9,-9,-9
802,1,1,0,0,-9,-9,-9,-9
672,1,1,0,0,-9,-9,-9,-9
673,3,3,0,0,-9,0.372677996,0.866025404,0.953793595
795,2,2,0,0,-9,-9,-9,-9
448,14,14,0,0,112.5,1,1.059841445,0.949232146
304,22,22,0,0,81,0.907669343,1.335796541,1.249397225
842,1,1,0,0,-9,-9,-9,-9
104,145,145,0,0,69.26206897,1.008317078,1.257821329,1.193467394
767,3,3,0,0,-9,1.224744871,1.378704626,-9
1107,1,1,0,0,-9,-9,-9,-9
280,86,86,0,0,54.65116279,0.986866158,0.94387849,1.032639918
281,15,15,0,0,83.6,0.960902354,0.809427213,0.959339844
