hittypeid,workerid,pending,completed,approved,rejected,suspicious,blocked,avghittime,relevance_stdev,sentiment_stdev,position_stdev
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A6ZOWPQZXNTHC,0,322,322,0,0,0,160.9099379,0.654649527,1.150639889,1.127073476
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A90QPQO48C6RX,0,955,955,0,0,0,38.41570681,0.772430142,1.150268956,1.111572909
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3G2PHN5ASC8AM,0,66,66,0,0,0,86.15151515,0.942535071,1.158068354,1.15269971
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2YTOX7SEDJ1TC,0,309,309,0,0,0,233.6440129,0.870064289,0.620969317,0.617404051
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ADCUZP06L4J49,0,806,806,0,0,0,360.5,0.435348536,0.595604974,0.881611302
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2OUHLESRIAZ16,0,11,11,0,0,0,65.63636364,1.021210997,0.841829963,0.833324319
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1A76U56BNERB9,0,31,31,0,0,0,122.7096774,1,1.113336852,1.172131148
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2BQEA672ZY46Q,0,255,255,0,0,0,258.5607843,1.054402535,0.674230128,0.836508193
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2X1ZL6MC6A6U5,0,15,15,0,0,0,96.06666667,0.822597512,1.043440269,1.153538951
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1JYA4MI5Q1IRR,0,3,3,0,0,0,-9,1.213351648,1.212878551,1.19226155
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A38I11R8NT6UHZ,0,412,412,0,0,0,54.05825243,0.658449282,0.895897299,0.801567768
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1EWQ6YCM8CO0E,0,124,124,0,0,0,59.36290323,1.018907412,0.826291053,0.820368132
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3PB1W8EHUC6V6,0,311,311,0,0,0,53.91318328,0.936148039,0.826327659,0.89376254
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A23HJD4OO7A52G,0,75,75,0,0,0,8931.053333,0.970772888,1.046864225,1.107324766
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3U1M2R4RGAUFL,0,12,12,0,0,0,118.6666667,1.028879852,1.019549312,1.072292268
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A28NJNZ3NRZ85T,0,463,463,0,0,0,127.1684665,1.051247363,0.605621717,0.888773995
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2RO8G5CDFPRQ6,0,36,36,0,0,0,165.5833333,0.819209006,0.770829256,1.09354656
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A86Q1GIVKQ73M,0,6,6,0,0,0,-9,0.927024811,0.897527468,0.927024811
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AR392GFRGO0VJ,0,168,168,0,0,0,81,0.775273341,1.082694547,1.175544201
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A22HZJIW9LEIS0,0,213,213,0,0,0,113.8450704,0.470456738,1.076326501,1.094618284
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2UG82FS4904PI,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A191P01GHJRPWO,0,5,5,0,0,0,-9,1.345362405,1.444818328,1.468034282
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AE08EL9HQQI00,0,6,6,0,0,0,-9,0.538451999,0.978057883,0.877971146
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AR0GAQ6872KZO,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2RDTTBASNV2XF,0,24,24,0,0,0,94.91666667,1.068762183,1.026281851,1.087754511
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2VMJFBCB921NI,0,10,10,0,0,0,87.2,0.805838073,0.733143915,1.023474475
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A20SNQHPKQ54CH,0,13,13,0,0,0,74.46153846,1.065009654,1.070596883,1.07565087
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2PI5UYLFURVTZ,0,14,14,0,0,0,92.07142857,0.589015089,1.269239689,1.330447025
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A63BQBJKOV762,0,15,15,0,0,0,100.2666667,1.02252411,0.606864874,0.624133988
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AW7FALLGHTPAI,0,68,68,0,0,0,36.23529412,0.888451656,1.192811028,1.233275442
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1T2F28RSW49J,0,19,19,0,0,0,96.31578947,0.838293181,1.171863967,1.138428299
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,APWXTMJO1I1ST,0,34,34,0,0,0,275.9411765,0.805474349,1.099596748,1.100007966
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A33E9LIPEDNBGA,0,23,23,0,0,0,53.04347826,0.935730056,0.90301279,0.871779789
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3D1VTLX623K6I,0,65,65,0,0,0,1152.646154,1.168439763,1.14738576,1.079468146
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AGTCBZJ7ZYINS,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AUHVB0OOJI7O6,0,4,4,0,0,0,-9,0.390312375,1.111024302,1.118033989
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2XUCQBWNAY8MF,0,41,41,0,0,0,105.4634146,0.99455687,0.954939857,1.079758707
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3QC5AJRJJ9YMK,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2W2A8JHKOLRHU,0,163,163,0,0,0,60.20245399,0.672381163,0.895883408,0.950308338
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3SCIIYNCV4I88,0,10,10,0,0,0,7581.9,0.92161543,0.900959708,0.956182887
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3IRKANPYDPKXY,0,124,124,0,0,0,72.89516129,1.000357636,0.86487486,0.910479491
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AZG4GSFQRVYMQ,0,62,62,0,0,0,62.14516129,1.219789722,1.251808534,1.249095923
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A36ABEGFKRJC2O,0,187,187,0,0,0,53.02673797,0.840817692,0.5794462,0.524004222
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2NV2CKIH67OTG,0,4,4,0,0,0,-9,0.242061459,1.198957881,1.198957881
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1GF29TP5AVQ49,0,85,85,0,0,0,980.3058824,0.696077741,0.71331261,0.700321231
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1RXC5VP43DBPF,0,9,9,0,0,0,-9,0,1.275360031,1.381926996
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AG4LR5A7TCRH9,0,22,22,0,0,0,61.90909091,0.791222508,1.249770125,1.261400151
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A337ORJNKRGB8M,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AQ36OBO2GRA00,0,630,630,0,0,0,67.05396825,0.91302539,0.581266004,0.793470655
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AFIIFNK4FM7MZ,0,9,9,0,0,0,-9,0.98248551,0.937474279,1.054092553
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1QZHL7UHFSFV1,0,4,4,0,0,0,-9,0.916429894,1.218349293,1.223149112
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1RUUT6L07VW6P,0,5,1,4,0,0,-9,0.476969601,0.217944947,0.3
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A7RAVFS10BUZ1,0,386,386,0,0,0,597.4378238,0.906805836,1.247047371,1.352102302
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AX46VD13EUHXB,0,11,11,0,0,0,78.81818182,0.915883713,0.776727613,0.889272616
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A333V1QBRX888,0,345,345,0,0,0,106.4,0.872693347,0.802127839,0.872330202
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A38GU8CJ8JPA1P,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A10AEEDV3E8M6U,0,5,5,0,0,0,-9,1.067707825,1.38443731,1.38443731
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A9Z40F1AYXZQT,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2W5BESF4PVTLZ,0,23,23,0,0,0,158.8695652,0.368123787,1.319611775,1.290506268
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A392B6KRCFCREL,0,3,3,0,0,0,-9,0.897527468,1.135781669,0.953462589
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AJY6J33X1KJNP,0,42,42,0,0,0,56.47619048,0.931010228,1.212273664,1.184203476
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2FJ8CZH0FHJ3S,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A32B463KMAZ166,0,126,126,0,0,0,51.46825397,0.238879331,1.087641877,1.083266104
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A37SNFHBHBPZQE,0,634,634,0,0,0,24033.35174,0.786042635,1.200138729,1.28921322
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A20TEMKPYV5YY,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2R518WCX3YE4U,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A10HFGQLEOD3VQ,0,318,318,0,0,0,127.2106918,0.976210936,0.995236797,1.246621537
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2W370EVC57EPW,0,11,11,0,0,0,109.3636364,1.17897385,1.011533725,1.099997296
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3OKT4NRHX5FL6,0,51,51,0,0,0,156.3137255,0.865969909,1.103760244,1.187815504
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A17BSM8C0OO946,0,25,25,0,0,0,66,0.7,0.661751085,0.649544101
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3DTBL9NV7SDQC,0,291,291,0,0,0,243.9690722,1.022056619,0.901183059,0.902493579
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AJVHIAAVCY4HI,0,449,449,0,0,0,447.4521158,0.584795555,0.815809675,0.887329412
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A13LPRHZQRW0G7,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AOPZSU77ONJXS,0,66,66,0,0,0,60.98484848,0.862805289,0.738330145,0.980581818
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AYTKNQC8J6FFK,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1RD20XYLN12SH,0,22,22,0,0,0,173.1818182,0.962024273,0.884865736,0.92103686
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ACGYAD43JMHVK,0,3,3,0,0,0,-9,1.154700538,1.1426091,1.114924013
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2R0M2X02QWVAO,0,11,11,0,0,0,80.90909091,1.626707622,1.131875377,1.047445873
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3RHQUJHPKBB4B,0,54,54,0,0,0,110.1851852,0.701751679,1.076744764,1.016383273
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A32CMQGGTSUK6Z,0,120,120,0,0,0,6207.566667,0.779286421,0.855605336,1.061498026
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3DROM76YCDR3L,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2Z53LAM62CQVU,0,23,23,0,0,0,48.52173913,0.785321386,0.973357275,1.083853012
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2WWPL2YX6R0OU,0,6,6,0,0,0,-9,0.471404521,1.306367951,1.330726619
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AQN3RS63MEPQA,0,10,10,0,0,0,254.9,0.678232998,1.24498996,1.2
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A323WW03VM8089,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3B0IKJJHXKXDW,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A12ZU22BL5VIWV,0,4,4,0,0,0,-9,0.992156742,0.442216639,0.853749898
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,ADL9F38EBEFAU,0,102,102,0,0,0,1870.27451,1.014998892,0.887262029,0.909783695
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A364KJDYEBAWC9,0,75,75,0,0,0,100.6,1.285750969,0.805842012,1.088639959
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3H12LI2207DG0,0,17,17,0,0,0,120.9411765,1.021714923,1.153660602,1.291042192
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1CVYT5JRCQKX0,0,13,13,0,0,0,95.07692308,0.676092147,0.988094814,1.147901352
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AWHUNV0MBLNWX,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3J2CI4J5V3MLP,0,594,594,0,0,0,154.3333333,1.248679426,0.674043509,0.649003788
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3UGPF5KU3PO2B,0,82,82,0,0,0,78.8902439,0.842164563,1.177522467,1.114539118
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A21Q4AAEL4AV3G,0,3,3,0,0,0,-9,1.187317237,0.715818898,0.276385399
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3EAOZ2JMMU0ZG,0,26,26,0,0,0,99.88461538,0.769951585,1.123972246,1.058915377
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A23A3VLVRE3GDU,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A11YOOX5ZN0Z9C,0,3,3,0,0,0,-9,1.178511302,0.862006703,1.105541597
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A23AWSZSAGLY8X,0,6,6,0,0,0,-9,1.098452194,1.103354569,1.059657183
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2ELXYKRPPGRPB,0,38,38,0,0,0,97,1.235283873,1.164456408,1.287359218
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A28G4QO0DRY8OZ,0,54,54,0,0,0,126.9814815,0.748569738,0.940597263,1.022660656
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1TGEFPTH2DXAN,0,30,30,0,0,0,748.0666667,0.802599942,0.781024968,0.805536398
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AFFSRVGKGJR00,3,410,407,0,0,0,319.5429975,0.715653107,0.985930899,0.965286659
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2RFU4MXCSPLF8,0,40,40,0,0,0,1553.825,1.009254056,0.91023142,0.96923534
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A16JHEIMVFHNMT,0,6,6,0,0,0,-9,0.978057883,1.411537659,1.173107614
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AMQN13GX22LJA,0,5,5,0,0,0,-9,0.591607978,1.194780315,1.195559652
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AUO0OQZRXW2Q9,0,7,7,0,0,0,-9,0.60080728,0.900680015,0.633865691
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1NK6UXWXKFMC7,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3V5257F2L8Y5Z,0,19,19,0,0,0,4176.578947,1.180989772,0.964145977,0.942399747
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1RECYT97C7ZWK,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AXCQ50KP6I5DX,0,110,110,0,0,0,19.25454545,1.207919802,1.059311633,1.085675361
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AWNGOAO24ARJY,0,7,7,0,0,0,-9,0.515078754,1.16368667,1.12
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1KYGP10BH4FXU,0,34,34,0,0,0,210.2941176,0.999972967,0.725672341,0.68247812
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1A8A4W7MZFOV6,0,7,7,0,0,0,-9,0.617557731,0.888561093,0.888561093
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A37VB2HA91E811,0,15,15,0,0,0,76.46666667,1.22972445,0.864101613,1
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1W873FCQ778UE,0,76,76,0,0,0,56,0.768350923,0.826273622,0.879062485
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A8028AFBBS29G,0,25,25,0,0,0,97.36,1.029368739,0.988904035,0.967090909
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A22ZLLJ6DVD4ZN,0,5,5,0,0,0,-9,0.90967027,1.316841685,1.316841685
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A303KPL0LGKI32,0,431,431,0,0,0,66.19489559,1.10486203,1.309888538,1.24809893
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1UPWRVJKFV8EH,0,20,20,0,0,0,45.35,0.591475908,1.03738965,1.100239208
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AW0OC51A0EPE4,0,155,155,0,0,0,45655.51613,0.982023649,0.9659658,0.860041407
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3696JXTRKL2FI,0,17,17,0,0,0,50.17647059,1.163903467,1.072737584,1.183284094
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1AU8R78QWNKJD,0,10,10,0,0,0,135.5,0.93240281,1.081376438,1.09287465
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3H9WXUDG3401A,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A7NZ814Q5MX2R,0,235,235,0,0,0,207.0382979,1.003576109,0.959239893,1.012872839
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1EEWQ9PT6NALT,0,1,1,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A10T740JW5MQDA,0,4,4,0,0,0,-9,0.484122918,1.218349293,1.170937125
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AM7FYVGVOEP66,0,347,347,0,0,0,389.7118156,0.984175172,0.730030113,0.833290111
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A3NN9144OLETQP,0,200,200,0,0,0,59.365,0.644775882,0.63328607,0.542545779
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A23LSNPSYCLXNY,0,5,5,0,0,0,-9,0.90967027,0.476969601,0.874381459
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2MPA2HU1DF1ZZ,0,6,6,0,0,0,-9,1.306367951,0.9,0.793968191
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A2NUKIGRRJ89CK,0,15,15,0,0,0,52.86666667,0.838484082,1.211923933,1.382161562
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1XR97XSHB17AB,0,490,490,0,0,0,655.8816327,1.04289708,0.887256991,0.944782632
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1M852SY36DON7,0,2,2,0,0,0,-9,-9,-9,-9
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1ZYXAM0JGUO61,0,3,3,0,0,0,-9,1.105541597,-9,1.2
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A1EDHZLJCIN2HM,0,5,5,0,0,0,-9,0.963068014,0.836660027,0.908561921
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,A34M93NJC830DP,0,14,14,0,0,0,278.3571429,0.731053196,0.832801701,0.976117883
2FYCOW0LGRZ57Q7S7ZXVXUZWDSI8ZL,AM9HTNV7AWI7V,0,9,9,0,0,0,-9,1.139566194,1.00277393,1.249970273
